0.060436,0.10509,1.1605,-0.031569,-0.080963,-0.021119,0.17976,0.14836,0.033901,0.089844,0.34535,0.7537,-0.064155,-0.30159,-0.094817,-0.1465,-0.020765,0.0067377,0.52584,-0.065291
0.063354,1.9904,3.6113,0.073132,0.095091,-0.19653,-0.20897,-0.27047,0.027324,0.46352,0.87085,0.67199,0.69744,-0.24408,-0.098712,0.13859,-0.0061161,0.009254,0.029409,0.27544
0.1447,2.3523,3.1809,-0.13776,-0.026647,-0.06415,0.71107,0.16944,1.4612,0.87829,2.1663,0.45999,0.97027,0.69775,-0.11099,-0.055728,0.05265,0.0023817,1.1575,0.38525
0.039662,0.032498,0.97172,-0.022784,-0.13638,0.002146,0.20836,0.11426,0.34032,0.60429,0.021082,0.82917,0.09153,-0.28008,-0.10632,-0.045045,-0.0074517,-0.00099168,0.28568,-0.091015
0.058044,0.079034,0.81865,-0.057715,-0.069333,-0.013006,0.26572,0.069281,0.17138,0.09381,0.32315,0.57724,-0.20771,-0.15574,-0.10185,-0.10488,-0.011767,0.0015065,0.38799,-0.061855
0.042798,0.15131,0.69366,-0.049735,-0.046101,-0.062381,0.03059,0.34856,0.23824,0.080075,0.082645,0.69787,-0.061905,0.14478,-0.1175,-0.16109,-0.00407,-0.0032003,0.34177,-0.041317
0.04079,1.7365,3.4561,0.10006,0.059176,-0.13724,-0.060972,-0.022074,-0.1641,-0.089128,0.76363,0.89043,0.8363,-0.1177,-0.12071,0.13878,-0.0044036,0.0056227,-0.032056,0.17992
0.10786,2.4483,4.2407,0.087227,0.035911,-0.13636,-0.17593,-0.10575,0.89548,1.8977,2.029,0.67206,0.61574,0.093975,-0.18643,0.18491,0.020447,0.015898,0.33473,0.49935
0.080415,0.078234,0.99442,-0.012416,-0.041371,0.020204,0.12674,0.38652,0.25184,0.48882,-0.17536,0.52196,-0.35003,-0.21256,-0.049961,-0.037638,-0.007245,0.0049983,-0.002575,-0.17679
-0.093821,0.35865,1.0001,0.067891,-0.057759,0.0021211,-0.10079,-0.26689,-0.10925,0.21116,0.66574,0.52841,0.54503,-0.26093,0.015241,0.057614,-0.016502,-0.010376,0.298,0.047531
0.059374,0.24955,1.9728,0.044798,-0.29673,0.095033,0.39133,0.76006,0.45597,0.43188,-0.088023,0.71777,-0.64102,0.33833,-0.1385,-0.094301,-0.038791,-0.0090858,0.46449,-0.084243
0.05501,0.29404,1.2488,-0.053909,-0.094229,0.051692,0.22889,0.46136,0.046059,0.66471,0.21011,0.81277,-0.40158,-0.065214,-0.15667,-0.20613,-0.0013333,0.0074735,0.50785,-0.017037
0.054352,0.13006,1.1005,-0.022911,-0.09854,-0.027666,0.32567,0.27091,0.52823,0.17433,0.51631,0.4791,-0.019685,-0.25784,-0.083738,-0.1589,-0.0098812,0.0038351,0.39882,-0.0014008
0.10148,2.5215,3.6665,-0.018624,0.22822,-0.22159,-0.13269,-0.19968,0.076322,0.82507,1.1857,0.47688,0.38639,-0.15961,-0.12722,0.29099,-0.021976,0.015346,-0.50691,0.32173
0.071175,0.14958,1.1563,-0.018342,-0.067055,0.013764,-0.0092404,0.31637,0.13605,-0.013205,-0.53206,0.32207,-0.58536,-0.26609,0.03527,-0.35689,0.013958,-0.0070732,0.84915,0.29368
0.096788,2.1062,2.8092,0.0012716,-0.013802,0.20014,0.15521,0.33356,1.2177,1.9466,1.3402,0.0074947,0.97514,-0.65416,-0.1446,0.30581,0.04022,0.025215,1.3404,1.0615
0.060788,1.4687,2.0475,-0.019277,0.021302,0.050952,0.22036,0.31766,1.0006,0.95312,0.48953,0.087048,1.3246,-0.55317,-0.25468,0.45307,0.022649,0.048175,-0.39116,0.88566
0.065624,0.072601,1.3082,-0.023711,-0.11419,0.027577,0.14443,0.096334,-0.12024,0.50186,0.19109,0.5088,-0.025428,-0.29226,-0.062066,-0.17868,0.0045812,-0.0020587,0.41874,0.096895
0.041231,0.095375,0.74429,-0.029493,-0.11044,0.084016,0.32441,0.093677,-0.02011,0.38541,0.85168,0.56854,-0.38772,-0.0087144,-0.021923,-0.27519,0.0034223,-0.0054783,0.57551,-0.027559
0.094183,0.16882,1.0368,-0.073857,-0.077173,-0.12649,0.25271,0.15919,0.34723,-0.32057,0.14398,0.16464,-0.43713,-0.30533,0.1653,-0.56048,0.021018,-0.0016548,1.4445,0.35467
0.10219,0.47952,1.4536,-0.078816,-0.076047,-0.10327,0.18665,0.494,0.20814,-0.93234,0.13613,1.3519,-1.6183,-0.0028325,0.29797,-0.80276,0.052166,-0.0081089,1.3645,0.25475
0.10104,2.6309,3.8839,0.074945,0.031489,-0.14915,-0.12596,0.22062,0.30494,0.78424,1.2386,0.26712,0.14536,-0.30183,-0.12668,0.40988,-0.024273,0.016201,-0.31984,0.28708
-0.14454,0.079825,0.25123,0.021901,-0.031932,0.040215,0.045414,0.053219,0.012688,-0.023486,-0.066064,-0.061281,-0.095115,0.095459,-0.040768,0.046573,-0.0073262,-0.0036232,0.091986,0.013013
0.072953,1.576,2.2206,-0.0037066,0.029166,0.13209,-0.06785,-0.095398,0.56849,0.75126,-0.31388,-0.47079,0.34572,-0.84628,-0.090092,0.44409,0.0038195,0.016058,-1.1506,0.38779
0.064079,0.10942,1.0646,-0.00015111,-0.056039,0.045159,-0.015485,0.37024,0.14524,0.4418,0.30388,0.8723,0.048412,-0.34477,-0.046244,-0.16442,-0.01586,0.0008479,0.45971,0.027837
0.049296,0.18217,1.0884,-0.035166,-0.019365,0.0062394,0.12353,0.29802,0.41946,0.61041,0.39584,0.54032,-0.37625,-0.189,-0.012049,-0.15901,-0.0080415,-0.0063319,0.68912,0.055252
0.038679,-0.0035882,0.79325,-0.060055,-0.080164,0.021608,0.28738,0.10884,0.32677,-0.056585,0.34693,0.43628,-0.15441,-0.16639,-0.10293,-0.25514,-0.0065397,0.0014137,0.61653,0.043037
0.10411,-0.034202,1.3548,-0.046341,-0.12763,0.024249,0.17999,0.13509,0.43733,0.36978,0.31975,0.75304,-0.38222,-0.55254,-0.19146,-0.26587,-0.036053,0.010136,0.51749,-0.090231
0.10803,2.533,1.5863,-0.22238,0.12336,0.2234,0.32369,0.087705,1.1215,1.0672,-0.019388,-0.011216,1.3986,-0.40182,-0.17431,-0.018238,0.048208,0.0019278,1.8532,0.45979
0.036193,-0.016793,0.82343,-0.043547,-0.085486,-0.02921,0.083657,0.054048,0.026981,0.46787,0.61557,0.53246,-0.13444,-0.069972,-0.0099556,-0.19509,-0.0027958,0.0044113,0.38538,-0.042965
0.056736,0.092942,0.98046,-0.025437,-0.065555,0.017897,0.067482,-0.1507,-0.14036,0.36389,0.79937,0.61649,-0.34504,0.18665,-0.083523,-0.13168,-0.0013777,0.0025674,0.47753,-0.15703
0.070915,0.034895,1.1748,-0.03347,-0.03801,0.0022976,-0.021658,0.15874,0.0038282,0.13526,0.74635,0.57681,0.15018,-0.091559,-0.11972,-0.055555,-0.007637,-0.0035451,0.214,-0.041657
0.017078,0.043263,0.47894,-0.023113,-0.048466,-0.045047,0.12585,-0.077399,0.12767,-0.0042735,0.16268,0.17398,0.0699,-0.078546,-0.0064677,-0.052571,-0.0007796,0.0011341,0.32198,0.0047724
0.012008,-0.017846,0.5579,-0.028591,-0.060014,-0.071848,0.1299,-0.021378,0.22708,0.14979,-0.01711,0.12494,-0.16873,-0.12689,-0.019989,-0.12963,-0.0036548,0.0022881,0.37609,-0.065662
0.047192,0.082622,0.84318,-0.023437,-0.0013816,0.030663,0.050066,0.3829,0.092474,0.32334,0.70987,0.51876,-0.38902,-0.18251,-0.121,-0.081124,-0.015975,-0.0035184,0.48991,-0.02545
0.068889,1.0948,2.1308,0.051869,0.021526,-0.06866,-0.0024615,-0.17929,-0.20834,-0.46102,0.34036,0.61757,1.0354,-0.18954,-0.17257,0.32413,-0.016804,0.0086101,-0.36763,0.22754
0.081283,1.9798,3.5949,0.084068,0.060824,-0.12298,-0.076975,0.027988,0.2226,0.68858,1.0109,0.44954,0.13635,0.10787,-0.13848,0.22397,-0.026697,0.0047097,-0.35751,0.090625
