13.341,11.201,9.833,8.3007,6.1313,2.5447,-0.065457,-2.4288,-4.0116,-2.376,-2.9057,-1.3117,-0.38212,-0.50623,-0.063613,0,0,0,11.726,8.0552,7.3755,3.8528,1.0712,0.086085,0,0,0,2.9308,5.7758,1.5277,1.0479,-0.84068,-0.1066,0,0,0,2.8712,3.1289,6.0022,2.6719,1.4195,0.12456,0,0,0,-0.81781,0.23076,1.442,2.9606,-1.0806,-0.13946,0,0,0,-1.433,5.9527,5.3331,1.3086,1.4682,0.15091,0,0,0,-3.3534,-1.9126,-0.086353,2.1377,-1.1983,-0.15864,0,0,0,-3.7917,-1.0532,2.7175,1.805,1.2281,0.16252,0,0,0,0.72497,1.6035,-1.9054,-0.85476,-1.1889,-0.16255,0,0,0,0.97958,-0.028696,1.5554,2.1698,0.79861,0.15887,0,0,0,-10.348,-2.2098,-3.2827,-2.5152,-1.0695,-0.15176,0,0,0,-0.99199,-0.60157,-0.80128,0.51148,0.32737,0.1416,0,0,0,-2.065,-1.4336,-1.6374,-1.9566,-0.87289,-0.1289,0,0,0,-0.93281,-1.6977,-2.5085,-1.5818,-0.046028,0.11424,0,0,0,-2.5155,-3.7898,-0.77477,-1.1523,-0.63928,-0.098272,0,0,0,-0.37052,-1.8777,-2.5037,-2.0979,-0.23952,0.081672,0,0,0,0.12859,-1.8076,-0.19794,-0.97878,-0.40817,-0.065138,0,0,0,-0.64519,-1.8319,-1.5294,-1.4335,-0.25193,0.049347,0,0,0,0.31468,-0.15643,-0.61003,-0.73259,-0.2121,-0.034936,0,0,0,-0.54365,-0.38132,-0.45366,-0.7105,-0.15219,0.022473,0,0,0,-1.0478,0.30094,-0.019624,-0.27195,-0.073789,-0.012437,0,0,0,-0.37107,-0.16502,-0.44022,-0.19397,-0.040672,0.005201,0,0,0,0.07651,0.13748,0.089258,-0.019282,-0.0059524,-0.0010155,0,0,0
10.181,10.623,10.915,10.332,8.7524,6.5635,1.547,-4.9866,-6.9148,-24.104,-25.819,-25.307,-24.942,-22.464,-16.238,-4.0448,0,0,16.333,16.021,16.258,16.364,16.21,14.228,4.6838,0,0,-3.1275,-1.8537,-1.2629,-2.2142,-4.0388,-7.06,-4.3843,0,0,-4.0885,-4.9196,-4.0697,-5.2229,-3.6904,-0.32948,3.2721,0,0,3.7512,4.9042,5.2985,4.2959,3.5536,4.0916,-1.7423,0,0,-1.8608,-2.9531,-4.3831,-1.4824,-0.34274,-4.1374,0.30272,0,0,1.529,0.24662,3.5626,0.56907,-0.86459,2.6706,0.62134,0,0,-1.0376,2.0934,2.1953,-0.38938,-0.023672,-1.1395,-0.83752,0,0,-0.65808,-2.4167,-5.8383,-0.40395,0.32537,-0.64261,0.43448,0,0,2.2769,2.2872,3.7083,1.5747,1.2324,2.8408,0.28536,0,0,-2.9824,-3.2091,-0.1994,-2.4417,-3.3727,-4.2987,-0.95102,0,0,2.8766,2.856,-0.94532,1.9628,3.7613,3.5859,1.2786,0,0,-1.6555,-0.15742,-1.6145,0.31637,-1.3404,-0.92848,-1.1709,0,0,-0.44695,-1.6159,0.45131,-2.2894,-2.0573,-1.694,0.72636,0,0,1.5963,0.77164,-0.56542,1.2097,3.0866,2.5502,-0.16342,0,0,-0.60716,0.20088,-0.48772,1.8122,-0.89209,-1.7969,-0.29324,0,0,-0.94763,0.2031,-1.0854,-2.7062,-1.4136,0.86735,0.51005,0,0,0.8978,-0.71297,-0.56223,0.3684,0.80687,-0.63032,-0.48311,0,0,0.41451,0.63809,0.66228,1.9075,1.4234,0.68273,0.31009,0,0,-1.0366,-0.36172,-0.85196,-1.5464,-1.7874,-0.36142,-0.11981,0,0,0.43734,-0.11518,-0.4364,-0.1484,-0.086979,-0.20019,0.0020257,0,0,0.18633,0.47422,0.48762,0.81561,1.2754,0.39269,0.026816,0,0,-0.12606,-0.21026,-0.18251,-0.29215,-0.52455,-0.13729,-0.0092481,0,0
9.7457,10.741,11.622,13.151,14.132,13.847,13.23,10.421,10.486,-21.715,-26.014,-26.526,-22.454,-19.395,-17.349,-14.584,-12.452,-8.4135,15.2,12.844,11.054,11.309,12.447,7.0321,4.7221,6.0293,7.5327,-5.5909,0.35679,1.8679,9.3127,9.3748,8.4629,6.6835,7.1465,7.4847,1.6693,-0.85614,-3.1511,-0.2906,1.6594,-0.21631,4.0041,1.7376,0.78166,-1.3392,-2.0878,2.585,3.2038,3.0544,0.35277,1.202,0.7223,0.19061,-0.52139,-0.65026,-1.0905,7.9509,8.5729,14.586,9.8806,7.6977,4.1283,2.0386,2.9323,-3.7858,-0.027185,1.5701,2.4197,-3.0976,-3.3204,-3.9511,0.51255,0.63121,5.5557,11.329,9.4887,5.8002,8.1148,2.8424,1.7685,-4.6637,-4.5012,-3.4733,-2.215,-0.44784,1.4777,-0.72933,-1.4809,-1.3982,5.7632,4.2693,3.112,4.1252,4.7511,7.1775,3.3788,2.3824,0.37879,-3.8799,-2.5011,-2.2785,5.1491,2.7228,-2.6792,-1.7557,-5.5175,-1.2082,1.6476,0.5184,-1.4344,3.4735,3.5117,7.0901,3.0284,-0.55378,4.1094,0.20466,2.6242,3.112,0.22305,0.92564,5.4979,1.9929,0.62459,3.5218,-1.5278,-4.2076,-1.3843,-0.22642,0.21584,0.92085,-0.39674,-3.7164,2.5349,1.2498,1.4229,-0.23481,1.884,0.57383,-0.29122,-4.8249,-4.1376,0.94597,0.20795,2.1079,1.2842,2.9729,2.3899,3.617,0.56751,1.222,3.3988,-0.72274,-1.6225,-1.7918,-0.42507,0.43451,0.37641,0.34971,-0.58928,2.814,-0.043475,-0.97119,0.57833,-1.9924,-2.0006,-1.9113,-1.8531,-2.1016,-2.1252,0.40017,1.2317,0.52074,1.3617,1.8601,3.1054,-0.26729,0.24765,-0.01409,0.019218,0.29769,0.11515,0.72965,0.67966,1.5652,-0.45373,-0.72633,0.065938,-0.08368,-0.55276,-0.41559,-0.42934,-0.21729,-0.15754,-0.29626,0.16717,-0.75239,-0.22137,-0.21659,-0.29195,-0.43935,-0.07651,-0.41182,-0.24834,-0.022492,-0.37142,0.13377,0.21068,0.25993,0.24131,0.148,0.15257,-0.032894,-0.048794,-0.042152
14.652,13.428,11.099,6.6633,0.31435,-3.7293,-5.9005,-3.883,-3.2127,-1.304,-0.39471,0.34609,-0.19175,-0.21305,-0.42546,-0.13416,-0.016405,0,8.4885,10.604,5.8652,0.92477,0.28831,0.55957,0.18155,0.0222,0,4.8046,3.05,1.2109,-0.33758,-0.35701,-0.65988,-0.22481,-0.02749,0,10.932,7.8999,5.7487,1.31,0.41716,0.71795,0.26268,0.032121,0,-2.2698,2.2455,1.7696,-0.48271,-0.46707,-0.72915,-0.29411,-0.035964,0,1.8256,5.6374,4.2616,1.533,0.50542,0.69311,0.31826,0.038917,0,0.1423,-2.2842,0.75646,-0.61519,-0.53132,-0.61365,-0.33457,-0.040911,0,-0.24124,4.84,3.1225,1.575,0.54431,0.4984,0.34275,0.041911,0,-6.2581,-2.744,-0.99105,-0.71327,-0.54441,-0.35796,-0.34281,-0.041919,0,-7.3213,2.7794,2.3197,1.4532,0.53208,0.20484,0.33505,0.04097,0,-10.147,-7.6758,-2.0425,-0.75225,-0.50826,-0.05219,-0.32005,-0.039135,0,-1.5416,0.26175,1.3634,1.2125,0.47424,-0.087505,0.29863,0.036516,0,-1.0241,-3.2142,-2.0305,-0.71489,-0.43171,0.20364,-0.27184,-0.033241,0,-4.7588,-3.8948,-0.081896,0.91153,0.38262,-0.28849,0.24093,0.029461,0,0.66833,-1.398,-1.2035,-0.60093,-0.32913,0.33787,-0.20725,-0.025342,0,0.42744,-1.9863,-1.6785,0.60721,0.27353,-0.3514,0.17224,0.021062,0,1.5539,-0.21285,-0.37962,-0.43155,-0.21816,0.33247,-0.13737,-0.016798,0,-1.2529,0.013092,-2.1639,0.34382,0.16527,-0.28764,0.10407,0.012726,0,-1.1162,-0.40542,-0.25393,-0.24601,-0.11701,0.22584,-0.073678,-0.0090094,0,-0.22073,-0.54808,-1.2625,0.14852,0.075265,-0.15731,0.047394,0.0057953,0,-0.54428,0.20849,-0.28665,-0.09124,-0.041653,0.092361,-0.026229,-0.0032073,0,-0.1621,-0.3084,-0.27913,0.0332,0.017419,-0.040236,0.010969,0.0013412,0,-0.062647,-0.0057315,-0.041284,-0.0076046,-0.003401,0.008047,-0.0021416,-0.00026188,0
13.937,12.047,9.7255,6.7541,3.7035,0.036496,-0.38436,-0.35063,-2.3966,-2.7618,-2.1671,-1.0193,0.3032,0,-0.029951,0,0,0,9.3338,6.9347,5.1996,1.2314,0,-0.0080756,0,0,0,8.3489,6.7854,3.2357,0.45975,0,0.064393,0,0,0,3.7315,4.052,4.4957,1.6982,0,-0.088754,0,0,0,-2.9968,2.6051,1.4644,0.47931,0,0.046414,0,0,0,3.8664,8.3415,4.7425,1.8965,0,0.044541,0,0,0,-2.2579,-1.9599,1.8536,0.34871,0,-0.11935,0,0,0,-0.75335,2.321,1.9004,1.8165,0,0.11581,0,0,0,1.3024,-0.59658,-2.6512,0.11067,0,-0.027177,0,0,0,-2.3691,1.8187,4.3901,1.5186,0,-0.086865,0,0,0,-6.1024,-5.2342,-3.6471,-0.1535,0,0.14352,0,0,0,-1.7403,-1.2792,-2.5664,1.1075,0,-0.1009,0,0,0,-3.3472,-1.3942,0.92693,-0.35621,0,-0.0091108,0,0,0,-3.8626,-2.1191,-1.9657,0.6951,0,0.10609,0,0,0,-1.3177,-1.3556,-3.1868,-0.43787,0,-0.12362,0,0,0,-1.3876,-2.911,-0.095423,0.36473,0,0.058196,0,0,0,-0.48436,-0.14526,0.2406,-0.38907,0,0.033732,0,0,0,-0.54385,-1.3065,-2.3799,0.15179,0,-0.08489,0,0,0,-0.7787,-0.46825,0.073364,-0.25195,0,0.069458,0,0,0,-0.5209,-0.37888,0.5552,0.045155,0,-0.016013,0,0,0,0.0018511,-0.45765,-0.69863,-0.10059,0,-0.025237,0,0,0,-0.12898,-0.31398,-0.031406,0.0069634,0,0.02815,0,0,0,0.022831,0.13616,0.073279,-0.0086736,0,-0.008318,0,0,0
13.803,12.221,8.7625,0.8449,-0.67345,-1.337,-0.082451,-0.55645,-1.2242,-4.8208,-3.561,-2.6958,0,0.076964,0.12243,0.013622,0,0,11.99,7.9789,1.6026,0,-0.8283,-1.2353,-0.28124,0,0,7.8314,7.486,2.0145,0,-0.37906,-0.60164,-0.069273,0,0,4.0558,2.7322,-0.65654,0,1.0912,1.6052,0.40693,0,0,1.0232,4.181,0.26184,0,0.79305,1.2528,0.15466,0,0,-1.8812,5.163,2.0953,0,-1.1155,-1.5938,-0.49303,0,0,-5.7262,-0.90533,-0.80884,0,-1.1861,-1.8589,-0.25559,0,0,1.5198,0.88979,2.4316,0,0.91123,1.2236,0.53096,0,0,-0.92614,-0.24022,-4.4342,0,1.4351,2.2213,0.35484,0,0,-1.0929,-2.0156,6.1714,0,-0.56057,-0.63516,-0.51904,0,0,-5.6008,-3.9274,-4.4644,0,-1.4693,-2.2305,-0.4348,0,0,-0.55262,-1.1368,-0.35138,0,0.18382,0.029579,0.46261,0,0,-0.79295,-0.9672,1.972,0,1.2921,1.9017,0.4802,0,0,-3.5519,-2.5124,-2.3219,0,0.1065,0.40901,-0.37323,0,0,-3.997,-2.4181,-0.63441,0,-0.97331,-1.3599,-0.48049,0,0,-0.205,-0.1383,-0.47038,0,-0.24588,-0.58078,0.26682,0,0,-1.1447,0.61689,0.27655,0,0.61679,0.78415,0.43153,0,0,-0.42534,-2.3933,-1.4247,0,0.23663,0.50054,-0.16122,0,0,0.49636,0.049843,-0.46606,0,-0.31688,-0.33286,-0.33624,0,0,-0.37053,0.017772,0.59415,0,-0.13854,-0.28023,0.073419,0,0,-0.22651,-0.11781,-0.66007,0,0.12218,0.082739,0.20427,0,0,0.13252,-0.34933,-0.10267,0,0.03654,0.072461,-0.016992,0,0,0.029007,0.073985,0.067683,0,-0.021255,-0.0051769,-0.050617,0,0
11.191,11.05,10.565,9.3069,7.1295,2.8077,-5.8534,-7.3927,-8.5355,-26.251,-26.041,-25.485,-22.695,-17.45,-6.7642,0,0,0,18.772,17.89,17.891,16.989,16.453,7.8017,0,0,0,-4.1053,-2.9069,-3.4043,-4.8186,-10.279,-7.2412,0,0,0,-5.3618,-5.8685,-5.489,-3.5194,3.0803,5.3044,0,0,0,5.2037,4.6616,4.5213,3.4993,1.6536,-2.6728,0,0,0,-1.0842,-0.50353,0.12277,0.25495,-3.3378,0.21294,0,0,0,-0.80436,-0.11955,-1.6947,-1.2584,3.199,1.3582,0,0,0,0.52899,-1.3302,0.33619,-0.94158,-2.0343,-1.7299,0,0,0,-1.0838,0.2912,0.035389,1.6661,-0.21208,1.0722,0,0,0,2.6417,3.2731,1.6576,1.7195,3.0758,0.088846,0,0,0,-2.923,-5.26,-2.8188,-6.0742,-4.9265,-1.1265,0,0,0,1.2551,3.418,1.3787,6.4461,4.3583,1.581,0,0,0,0.56132,0.10199,1.5754,-2.1853,-1.8889,-1.3233,0,0,0,-1.0128,-1.9291,-3.3185,-2.3665,-0.39792,0.5556,0,0,0,0.52286,1.1803,2.4009,3.0539,1.0081,0.33112,0,0,0,-0.21764,0.39766,0.12584,-0.42462,-0.40594,-0.9614,0,0,0,0.39561,-0.84092,-1.8931,-1.628,0.047828,1.1405,0,0,0,-0.6207,-0.075941,1.5753,0.86702,-0.49253,-0.90916,0,0,0,0.54332,0.99181,-0.10776,1.0646,0.97453,0.47802,0,0,0,-0.20981,-0.74994,-0.66693,-1.5095,-0.7132,-0.090934,0,0,0,-0.10958,-0.22274,0.27475,0.34387,-0.00057294,-0.10335,0,0,0,0.18745,0.64623,0.21977,0.51493,0.33732,0.10597,0,0,0,-0.06279,-0.23901,-0.12777,-0.2479,-0.13324,-0.029565,0,0,0
12.203,12.227,11.736,10.889,9.0841,8.4694,7.5265,5.7769,2.1289,-26.66,-27.15,-27.386,-26.034,-22.624,-19.137,-13.764,-9.3953,-3.6454,15.177,14.174,16.006,14.549,15.849,15.456,12.966,9.0819,4.2863,-3.2448,-1.4554,0.00068284,-0.75007,-3.7824,-4.8037,-4.4568,-5.8696,-4.1934,1.9982,0.03732,-6.0098,-3.6415,-3.8629,-2.1277,1.0755,1.8037,3.5336,-2.4904,0.89875,3.1712,3.5758,4.9859,5.3318,3.0985,0.85894,-2.6719,-2.3309,-3.406,-0.66883,-3.9772,-2.5952,-1.7781,1.3725,-1.1127,1.9885,4.3551,2.0223,0.37496,0.4326,-1.0895,-0.70516,0.089196,-0.51826,-1.7026,1.5495,2.4182,1.3929,6.115,4.1018,4.5775,3.5317,2.7409,1.7895,-7.2853,-5.2907,-4.3995,-6.4329,-4.2423,-3.1407,-0.46767,-4.3793,-2.0267,6.5956,4.4723,5.4218,0.55597,2.3327,2.269,4.5467,4.7698,2.1334,-3.3515,-3.4971,-3.9609,1.1698,-1.287,1.2435,-2.0793,-3.7722,-1.9221,1.3731,0.90086,1.4437,2.5777,1.0158,-0.90013,4.039,1.7398,1.3849,0.30287,0.42608,1.2792,-2.607,0.58613,1.6958,0.98047,0.53726,-0.67863,-1.4464,-2.4083,-2.7039,-2.1973,-2.1864,0.27365,-0.30709,-2.1349,0.030022,0.39511,1.0162,1.342,3.1859,0.78058,-0.66749,2.3824,2.5077,0.37911,1.3288,1.2689,0.9865,1.0595,2.0176,2.0346,0.5014,-1.8101,-0.48661,-1.0705,-2.1327,-1.0316,-2.775,-1.9763,-0.41448,0.48309,0.70731,0.35524,-0.55938,-0.76578,-0.65416,-0.21496,-0.51198,-1.0587,0.14082,0.15203,-0.11971,1.3352,2.2754,0.97187,2.0908,1.4411,2.2662,1.1712,-0.51744,-0.086594,-0.80767,-1.0905,0.23253,-0.60988,-0.11457,-1.0604,-0.1522,0.50683,0.18621,-0.011807,-0.24251,-0.67648,-0.64906,-0.75982,-0.22493,-0.34888,-0.34059,-0.17369,0.32403,0.12982,0.12162,0.24068,0.3532,0.71553,0.74799,0.16115,0.096933,-0.12582,0.045512,0.074368,0.061293,-0.0055345,-0.22925,-0.22058,-0.034259,-0.022012
12.367,10.641,9.4483,7.2874,5.3785,4.2511,3.8681,3.5502,2.8791,-1.7608,-3.5008,0.081376,0.36498,-0.35372,-0.1809,-0.19998,-0.058497,-0.0089457,8.2588,10.971,4.7208,2.3993,0.53871,0.31175,0.27063,0.080503,0.012106,1.7847,1.8953,0.99813,0.5024,-0.59798,-0.17591,-0.33511,0.0082717,-0.014991,-2.7718,1.8669,4.8323,2.9418,0.7704,0.19363,0.39157,0.044985,0.017516,-5.212,2.2842,1.4539,0.40106,-0.79558,-0.1323,-0.43842,-0.024272,-0.019612,-2.1271,2.9836,3.8438,2.6121,0.91592,0.091401,0.47442,0.19558,0.021222,-9.0859,-2.0878,1.1363,0.094667,-0.92635,-0.3333,-0.49872,-0.18731,-0.022309,-0.04096,2.519,1.8168,1.6138,0.96188,0.25776,0.51092,0.27356,0.022855,-4.4843,-2.9318,0.30771,-0.27393,-0.97594,-0.70604,-0.51101,-0.10369,-0.022859,-2.9248,-2.4443,0.099544,0.40342,0.91236,0.48953,0.49944,0.081812,0.022342,-6.5574,-3.3391,-0.94064,-0.54159,-0.93901,-0.80173,-0.47708,0.059873,-0.021341,-4.3053,-3.4017,-1.1841,-0.55965,0.78648,0.43123,0.44515,0.05114,0.019913,-0.38504,-1.5657,-1.3851,-0.61664,-0.8221,-0.43621,-0.40522,-0.070684,-0.018127,-0.19471,-1.9164,-1.7246,-1.0229,0.61299,0.14977,0.35914,0.21519,0.016066,0.96832,0.25063,-1.8847,-0.51568,-0.64481,0.0066333,-0.30894,-0.16212,-0.01382,-0.59539,-0.80807,-0.8935,-1.0024,0.42388,0.024728,0.25675,0.13747,0.011485,0.39533,-0.096185,-1.899,-0.33026,-0.43813,0.11268,-0.20477,-0.00015524,-0.0091602,0.74034,0.068745,-0.61257,-0.69535,0.24867,0.14403,0.15513,-0.028309,0.0069396,-1.1511,-1.4579,-0.7763,-0.15754,-0.23968,-0.026234,-0.10983,0.047568,-0.004913,-1.5191,-0.423,-0.54412,-0.33347,0.11064,0.2122,0.070648,0.0081162,0.0031603,-0.97141,-0.76389,-0.2133,-0.048345,-0.086508,-0.077797,-0.039098,-0.029416,-0.001749,0.14737,-0.76796,-0.096225,-0.078125,0.025228,0.086062,0.01635,0.03143,0.0007314,0.02434,-0.016298,-0.030794,-0.0035458,-0.0071135,-0.010948,-0.0031924,-0.0082068,-0.00014281
-1.903,-2.0066,-2.6774,-4.3063,-7.4482,-9.9751,-11.939,-13.686,-15.678,-6.3381,-7.862,-7.0243,-4.0605,-0.467,0,0,0,0,7.3808,8.8162,6.9634,4.216,0.344,0,0,0,0,-7.0041,-7.7184,-4.4779,-3.0791,0.054057,0,0,0,0,5.4096,4.9895,0.664,1.1145,-0.60763,0,0,0,0,-3.2041,-1.6675,2.6848,0.83029,1.0958,0,0,0,0,1.1496,-1.0351,-4.0364,-1.9499,-1.2938,0,0,0,0,0.13799,2.2359,2.9025,1.8699,1.0782,0,0,0,0,-0.41337,-1.727,-0.016675,-0.79599,-0.48952,0,0,0,0,-0.14141,0.011271,-3.1455,-0.63836,-0.2769,0,0,0,0,1.0411,1.9675,5.1786,1.7225,0.95019,0,0,0,0,-1.7357,-3.2635,-5.4143,-2.0155,-1.2964,0,0,0,0,1.8515,3.3308,4.108,1.5116,1.214,0,0,0,0,-1.3285,-2.2137,-2.1263,-0.56483,-0.76971,0,0,0,0,0.40536,0.45834,0.39475,-0.35009,0.16101,0,0,0,0,0.52731,1.1853,0.55234,0.88764,0.37495,0,0,0,0,-1.1225,-2.1178,-0.70593,-0.9604,-0.66243,0,0,0,0,1.2269,2.1315,0.40938,0.70688,0.65201,0,0,0,0,-0.92016,-1.441,-0.058479,-0.35506,-0.42308,0,0,0,0,0.43833,0.51439,-0.12211,0.083239,0.1282,0,0,0,0,-0.033786,0.1906,0.12357,0.045516,0.088838,0,0,0,0,-0.15083,-0.44534,-0.053385,-0.063233,-0.1594,0,0,0,0,0.13104,0.31922,0.0053866,0.034639,0.10952,0,0,0,0,-0.035108,-0.080713,0.0022311,-0.0073207,-0.02729,0,0,0,0
