13.231,11.108,9.7516,8.2321,6.0806,2.5237,-0.064916,-2.4087,-3.9784,-2.2794,-2.7876,-1.2583,-0.36658,-0.48565,-0.061027,0,0,0,10.579,7.2671,6.6539,3.4759,0.96643,0.077663,0,0,0,2.4097,4.7488,1.256,0.86153,-0.69119,-0.087643,0,0,0,2.0743,2.2605,4.3363,1.9303,1.0255,0.089986,0,0,0,-0.49622,0.14001,0.87496,1.7964,-0.65566,-0.084618,0,0,0,-0.68721,2.8547,2.5575,0.62754,0.7041,0.07237,0,0,0,-1.1595,-0.6613,-0.029857,0.73911,-0.41431,-0.054851,0,0,0,-0.79842,-0.22178,0.57224,0.38008,0.25861,0.034222,0,0,0,0.057578,0.12735,-0.15133,-0.067886,-0.094427,-0.01291,0,0,0
10.096,10.535,10.825,10.246,8.68,6.5092,1.5342,-4.9453,-6.8576,-23.124,-24.77,-24.278,-23.928,-21.55,-15.578,-3.8804,0,0,14.735,14.454,14.667,14.763,14.624,12.836,4.2255,0,0,-2.5714,-1.5241,-1.0383,-1.8205,-3.3206,-5.8046,-3.6047,0,0,-2.9537,-3.5541,-2.9401,-3.7733,-2.6661,-0.23803,2.3639,0,0,2.2761,2.9757,3.2149,2.6066,2.1562,2.4826,-1.0572,0,0,-0.89236,-1.4162,-2.102,-0.71091,-0.16437,-1.9841,0.14517,0,0,0.52865,0.085269,1.2318,0.19676,-0.29894,0.92337,0.21483,0,0,-0.21848,0.4408,0.46227,-0.081993,-0.0049846,-0.23995,-0.17636,0,0,-0.052266,-0.19193,-0.46368,-0.032082,0.025841,-0.051037,0.034507,0,0
9.6651,10.652,11.526,13.042,14.015,13.733,13.12,10.335,10.399,-20.832,-24.957,-25.448,-21.541,-18.606,-16.644,-13.991,-11.946,-8.0715,13.713,11.587,9.9724,10.203,11.229,6.3441,4.2601,5.4394,6.7957,-4.5968,0.29335,1.5357,7.6567,7.7078,6.958,5.4951,5.8757,6.1538,1.206,-0.61851,-2.2765,-0.20994,1.1989,-0.15627,2.8927,1.2553,0.5647,-0.81258,-1.2668,1.5685,1.9439,1.8533,0.21404,0.72931,0.43826,0.11566,-0.25004,-0.31184,-0.52294,3.8129,4.1112,6.9947,4.7383,3.6915,1.9798,0.70486,1.0139,-1.309,-0.0093992,0.54286,0.83663,-1.071,-1.148,-1.3661,0.10793,0.13291,1.1699,2.3855,1.9981,1.2213,1.7087,0.59853,0.3724,-0.3704,-0.35749,-0.27585,-0.17592,-0.035568,0.11736,-0.057925,-0.11761,-0.11104
14.53,13.317,11.007,6.6082,0.31175,-3.6984,-5.8516,-3.8509,-3.1861,-1.251,-0.37866,0.33202,-0.18396,-0.20439,-0.40817,-0.1287,-0.015738,0,7.658,9.5667,5.2914,0.8343,0.26011,0.50483,0.16379,0.020028,0,3.9503,2.5077,0.99561,-0.27755,-0.29353,-0.54254,-0.18483,-0.022602,0,7.8974,5.7073,4.1531,0.94639,0.30138,0.51868,0.18977,0.023206,0,-1.3772,1.3625,1.0737,-0.29289,-0.2834,-0.44242,-0.17845,-0.021821,0,0.87547,2.7035,2.0437,0.73518,0.24238,0.33239,0.15263,0.018663,0,0.049202,-0.78977,0.26155,-0.21271,-0.18371,-0.21217,-0.11568,-0.014145,0,-0.050799,1.0192,0.65752,0.33166,0.11462,0.10495,0.072173,0.0088253,0,-0.49703,-0.21793,-0.078711,-0.056649,-0.043237,-0.028429,-0.027226,-0.0033292,0
13.821,11.947,9.645,6.6982,3.6729,0.036195,-0.38118,-0.34773,-2.3768,-2.6495,-2.079,-0.97783,0.29088,0,-0.028733,0,0,0,8.4207,6.2562,4.6909,1.1109,0,-0.0072855,0,0,0,6.8643,5.5788,2.6603,0.378,0,0.052943,0,0,0,2.6958,2.9274,3.2479,1.2268,0,-0.06412,0,0,0,-1.8184,1.5807,0.88854,0.29083,0,0.028162,0,0,0,1.8541,4.0003,2.2743,0.90948,0,0.02136,0,0,0,-0.78068,-0.67766,0.64088,0.12057,0,-0.041266,0,0,0,-0.15864,0.48874,0.40017,0.38251,0,0.024385,0,0,0,0.10344,-0.047381,-0.21056,0.0087893,0,-0.0021584,0,0,0
13.689,12.12,8.69,0.83791,-0.66788,-1.3259,-0.081769,-0.55185,-1.2141,-4.6249,-3.4162,-2.5862,0,0.073836,0.11745,0.013068,0,0,10.817,7.1983,1.4458,0,-0.74727,-1.1145,-0.25373,0,0,6.4389,6.1548,1.6563,0,-0.31165,-0.49466,-0.056955,0,0,2.9301,1.9739,-0.47432,0,0.78837,1.1597,0.29399,0,0,0.62083,2.5368,0.15887,0,0.48119,0.76014,0.093842,0,0,-0.90217,2.476,1.0048,0,-0.53493,-0.7643,-0.23644,0,0,-1.9798,-0.31302,-0.27966,0,-0.41011,-0.64273,-0.088372,0,0,0.32002,0.18736,0.51203,0,0.19188,0.25766,0.11181,0,0,-0.073555,-0.019079,-0.35217,0,0.11398,0.17642,0.028182,0,0
11.098,10.959,10.477,9.2299,7.0706,2.7845,-5.805,-7.3316,-8.4648,-25.184,-24.982,-24.449,-21.772,-16.741,-6.4892,0,0,0,16.935,16.14,16.14,15.327,14.843,7.0384,0,0,0,-3.3753,-2.39,-2.799,-3.9618,-8.4516,-5.9536,0,0,0,-3.8736,-4.2396,-3.9655,-2.5426,2.2253,3.8322,0,0,0,3.1574,2.8284,2.7434,2.1232,1.0034,-1.6217,0,0,0,-0.51993,-0.24147,0.058877,0.12227,-1.6007,0.10212,0,0,0,-0.27811,-0.041334,-0.58596,-0.4351,1.1061,0.46961,0,0,0,0.11139,-0.2801,0.070791,-0.19827,-0.42837,-0.36427,0,0,0,-0.086078,0.023127,0.0028107,0.13233,-0.016844,0.085151,0,0,0
12.102,12.126,11.639,10.799,9.0089,8.3993,7.4642,5.7291,2.1113,-25.576,-26.047,-26.273,-24.975,-21.705,-18.359,-13.205,-9.0134,-3.4972,13.692,12.788,14.44,13.126,14.298,13.944,11.698,8.1934,3.867,-2.6678,-1.1966,0.00056142,-0.61669,-3.1098,-3.9495,-3.6643,-4.8259,-3.4477,1.4436,0.026962,-4.3418,-2.6308,-2.7907,-1.5372,0.77695,1.3031,2.5528,-1.5111,0.54532,1.9242,2.1696,3.0253,3.2351,1.88,0.52117,-1.6212,-1.1178,-1.6334,-0.32075,-1.9073,-1.2445,-0.8527,0.65819,-0.53363,0.95361,1.5058,0.69923,0.12964,0.14957,-0.37669,-0.24381,0.03084,-0.17919,-0.58868,0.32629,0.50921,0.2933,1.2876,0.86372,0.96389,0.74368,0.57716,0.37681,-0.57861,-0.42019,-0.34941,-0.51091,-0.33693,-0.24944,-0.037143,-0.34781,-0.16097
12.265,10.553,9.3702,7.2271,5.334,4.216,3.8361,3.5209,2.8553,-1.6893,-3.3585,0.078068,0.35014,-0.33934,-0.17355,-0.19185,-0.056119,-0.0085821,7.4508,9.8975,4.2589,2.1646,0.48601,0.28125,0.24415,0.072627,0.010922,1.4673,1.5582,0.82065,0.41307,-0.49165,-0.14463,-0.27552,0.0068009,-0.012325,-2.0025,1.3487,3.4911,2.1253,0.55657,0.13989,0.28289,0.032499,0.012654,-3.1624,1.3859,0.88218,0.24335,-0.48272,-0.080277,-0.26601,-0.014727,-0.0119,-1.0201,1.4308,1.8433,1.2526,0.43924,0.043832,0.22751,0.093791,0.010177,-3.1415,-0.72187,0.39286,0.032731,-0.32029,-0.11524,-0.17244,-0.064763,-0.0077136,-0.0086251,0.53043,0.38256,0.33982,0.20254,0.054277,0.10758,0.057603,0.0048126,-0.35615,-0.23285,0.024439,-0.021756,-0.07751,-0.056074,-0.040585,-0.0082351,-0.0018155
-1.8872,-1.99,-2.6553,-4.2707,-7.3866,-9.8926,-11.84,-13.572,-15.548,-6.0804,-7.5424,-6.7388,-3.8955,-0.44802,0,0,0,0,6.6587,7.9537,6.2822,3.8035,0.31035,0,0,0,0,-5.7586,-6.3459,-3.6817,-2.5316,0.044445,0,0,0,0,3.9082,3.6047,0.47971,0.80517,-0.43898,0,0,0,0,-1.9441,-1.0118,1.6291,0.50379,0.66489,0,0,0,0,0.55131,-0.49638,-1.9357,-0.93509,-0.62047,0,0,0,0,0.04771,0.77308,1.0035,0.64651,0.37278,0,0,0,0,-0.087045,-0.36366,-0.0035112,-0.16761,-0.10308,0,0,0,0,-0.011231,0.00089516,-0.24982,-0.0507,-0.021992,0,0,0,0
