13.331,11.192,9.8254,8.2944,6.1266,2.5428,-0.065407,-2.427,-4.0085,-2.367,-2.8947,-1.3066,-0.38066,-0.5043,-0.063371,0,0,0,11.616,7.9799,7.3065,3.8168,1.0612,0.08528,0,0,0,2.8797,5.6751,1.501,1.0296,-0.82601,-0.10474,0,0,0,2.7903,3.0407,5.8331,2.5966,1.3795,0.12105,0,0,0,-0.78375,0.22115,1.382,2.8372,-1.0356,-0.13365,0,0,0,-1.3499,5.6074,5.0238,1.2327,1.3831,0.14216,0,0,0,-3.0939,-1.7646,-0.079669,1.9722,-1.1055,-0.14636,0,0,0,-3.4122,-0.94781,2.4456,1.6243,1.1052,0.14626,0,0,0,0.63336,1.4009,-1.6646,-0.74675,-1.0387,-0.14201,0,0,0,0.82612,-0.024201,1.3117,1.8299,0.67351,0.13398,0,0,0,-8.3666,-1.7867,-2.6541,-2.0336,-0.86473,-0.1227,0,0,0,-0.76223,-0.46223,-0.61569,0.39301,0.25155,0.1088,0,0,0,-1.4908,-1.035,-1.1821,-1.4126,-0.63018,-0.09306,0,0,0,-0.6229,-1.1337,-1.6751,-1.0563,-0.030737,0.076288,0,0,0,-1.5186,-2.288,-0.46775,-0.69566,-0.38595,-0.059329,0,0,0,-0.19512,-0.98881,-1.3184,-1.1047,-0.12613,0.043008,0,0,0,0.055449,-0.77946,-0.085354,-0.42206,-0.17601,-0.028088,0,0,0,-0.19921,-0.56564,-0.47222,-0.44261,-0.077786,0.015237,0,0,0,0.044955,-0.022348,-0.087147,-0.10466,-0.0303,-0.0049909,0,0,0
10.173,10.615,10.907,10.324,8.7457,6.5584,1.5459,-4.9828,-6.9095,-24.012,-25.721,-25.21,-24.847,-22.378,-16.176,-4.0294,0,0,16.18,15.871,16.106,16.211,16.059,14.095,4.64,0,0,-3.0729,-1.8213,-1.2408,-2.1756,-3.9683,-6.9368,-4.3078,0,0,-3.9732,-4.7809,-3.955,-5.0757,-3.5863,-0.32019,3.1798,0,0,3.5949,4.6999,5.0778,4.1169,3.4056,3.9212,-1.6697,0,0,-1.7529,-2.7818,-4.1289,-1.3964,-0.32287,-3.8974,0.28516,0,0,1.4106,0.22753,3.2869,0.52502,-0.79768,2.4639,0.57325,0,0,-0.93373,1.8838,1.9756,-0.35041,-0.021302,-1.0255,-0.7537,0,0,-0.57492,-2.1113,-5.1005,-0.3529,0.28426,-0.56141,0.37958,0,0,1.9202,1.9289,3.1274,1.328,1.0394,2.3957,0.24065,0,0,-2.4113,-2.5946,-0.16121,-1.9741,-2.7269,-3.4755,-0.7689,0,0,2.2103,2.1945,-0.72637,1.5082,2.8901,2.7553,0.98242,0,0,-1.1952,-0.11365,-1.1656,0.22841,-0.96772,-0.67031,-0.84535,0,0,-0.29846,-1.0791,0.30138,-1.5288,-1.3738,-1.1312,0.48504,0,0,0.96374,0.46586,-0.34136,0.7303,1.8635,1.5396,-0.098663,0,0,-0.31973,0.10578,-0.25683,0.95429,-0.46977,-0.94623,-0.15442,0,0,-0.40863,0.087578,-0.46805,-1.1669,-0.60955,0.37401,0.21994,0,0,0.27721,-0.22014,-0.1736,0.11375,0.24913,-0.19462,-0.14917,0,0,0.059216,0.091156,0.094612,0.2725,0.20334,0.097533,0.044298,0,0
9.7383,10.732,11.614,13.14,14.121,13.836,13.22,10.413,10.478,-21.632,-25.915,-26.425,-22.368,-19.321,-17.283,-14.529,-12.405,-8.3814,15.058,12.723,10.95,11.203,12.331,6.9663,4.6779,5.9729,7.4622,-5.4934,0.35057,1.8353,9.1502,9.2112,8.3152,6.5669,7.0218,7.3541,1.6222,-0.83201,-3.0623,-0.28241,1.6127,-0.21021,3.8912,1.6887,0.75963,-1.2834,-2.0008,2.4773,3.0704,2.9272,0.33807,1.1519,0.69221,0.18267,-0.49115,-0.61255,-1.0272,7.4898,8.0757,13.74,9.3075,7.2512,3.8889,1.8808,2.7054,-3.4928,-0.025081,1.4486,2.2325,-2.8578,-3.0634,-3.6453,0.46126,0.56803,4.9997,10.195,8.539,5.2196,7.3026,2.5579,1.5915,-4.0744,-3.9324,-3.0344,-1.9351,-0.39124,1.291,-0.63717,-1.2937,-1.2215,4.8603,3.6005,2.6245,3.479,4.0068,6.0531,2.8495,2.0092,0.31945,-3.1369,-2.0221,-1.8422,4.1631,2.2014,-2.1662,-1.4195,-4.4609,-0.97682,1.266,0.39833,-1.1022,2.669,2.6983,5.4479,2.327,-0.42551,3.1576,0.14775,1.8945,2.2467,0.16103,0.66827,3.9692,1.4388,0.45093,2.5426,-1.0202,-2.8097,-0.9244,-0.1512,0.14413,0.61492,-0.26493,-2.4817,1.6927,0.75452,0.85904,-0.14176,1.1374,0.34644,-0.17582,-2.913,-2.498,0.57111,0.1095,1.11,0.67624,1.5655,1.2585,1.9047,0.29885,0.64348,1.7898,-0.31165,-0.69964,-0.77265,-0.1833,0.18737,0.16231,0.1508,-0.2541,1.2134,-0.013424,-0.29987,0.17857,-0.61517,-0.61771,-0.59015,-0.57218,-0.6489,-0.65619,0.057166,0.17596,0.074392,0.19453,0.26572,0.44362,-0.038184,0.035378,-0.0020129
14.64,13.418,11.09,6.6582,0.31411,-3.7264,-5.8959,-3.88,-3.2102,-1.299,-0.3932,0.34477,-0.19102,-0.21224,-0.42384,-0.13365,-0.016342,0,8.4091,10.505,5.8104,0.91613,0.28562,0.55434,0.17985,0.021992,0,4.7208,2.9968,1.1898,-0.33169,-0.35078,-0.64836,-0.22089,-0.02701,0,10.623,7.6773,5.5867,1.2731,0.4054,0.69771,0.25528,0.031216,0,-2.1753,2.1519,1.6959,-0.46261,-0.44761,-0.69878,-0.28186,-0.034466,0,1.7197,5.3104,4.0144,1.4441,0.47611,0.65291,0.2998,0.03666,0,0.13129,-2.1074,0.69791,-0.56758,-0.4902,-0.56616,-0.30867,-0.037745,0,-0.2171,4.3556,2.81,1.4174,0.48983,0.44852,0.30845,0.037717,0,-5.4673,-2.3973,-0.86582,-0.62314,-0.47561,-0.31272,-0.29949,-0.036622,0,-6.1744,2.344,1.9563,1.2255,0.44873,0.17275,0.28256,0.034552,0,-8.2042,-6.2059,-1.6513,-0.6082,-0.41093,-0.042196,-0.25876,-0.031641,0,-1.1845,0.20113,1.0476,0.93167,0.3644,-0.067237,0.22946,0.028058,0,-0.73935,-2.3205,-1.4659,-0.51611,-0.31167,0.14702,-0.19626,-0.023998,0,-3.1778,-2.6009,-0.054688,0.6087,0.2555,-0.19265,0.16089,0.019673,0,0.40349,-0.84401,-0.72659,-0.3628,-0.1987,0.20398,-0.12512,-0.0153,0,0.22509,-1.046,-0.88391,0.31975,0.14404,-0.18505,0.090702,0.011091,0,0.67004,-0.091784,-0.1637,-0.18609,-0.094072,0.14337,-0.059237,-0.0072435,0,-0.38686,0.0040422,-0.66814,0.10616,0.05103,-0.088813,0.032134,0.0039293,0,-0.15945,-0.057917,-0.036276,-0.035144,-0.016715,0.032263,-0.010525,-0.0012871,0
13.926,12.037,9.718,6.7489,3.7007,0.036468,-0.38406,-0.35036,-2.3948,-2.7512,-2.1588,-1.0154,0.30205,0,-0.029837,0,0,0,9.2466,6.8698,5.151,1.2198,0,-0.0080001,0,0,0,8.2032,6.667,3.1792,0.45173,0,0.06327,0,0,0,3.6263,3.9378,4.369,1.6503,0,-0.086252,0,0,0,-2.872,2.4966,1.4034,0.45934,0,0.044481,0,0,0,3.6421,7.8577,4.4674,1.7865,0,0.041958,0,0,0,-2.0832,-1.8082,1.7101,0.32172,0,-0.11011,0,0,0,-0.67796,2.0887,1.7102,1.6347,0,0.10422,0,0,0,1.1378,-0.5212,-2.3162,0.096683,0,-0.023742,0,0,0,-1.998,1.5338,3.7024,1.2807,0,-0.073257,0,0,0,-4.9338,-4.2319,-2.9487,-0.1241,0,0.11604,0,0,0,-1.3372,-0.98289,-1.972,0.85099,0,-0.077528,0,0,0,-2.4165,-1.0066,0.6692,-0.25717,0,-0.0065776,0,0,0,-2.5793,-1.4151,-1.3126,0.46417,0,0.070842,0,0,0,-0.79553,-0.81841,-1.924,-0.26436,0,-0.074631,0,0,0,-0.73072,-1.5329,-0.050249,0.19207,0,0.030646,0,0,0,-0.20886,-0.062639,0.10375,-0.16777,0,0.014546,0,0,0,-0.16792,-0.40341,-0.73484,0.046866,0,-0.026211,0,0,0,-0.11124,-0.066892,0.010481,-0.035993,0,0.0099226,0,0,0
13.792,12.212,8.7558,0.84425,-0.67294,-1.336,-0.082388,-0.55602,-1.2233,-4.8024,-3.5474,-2.6855,0,0.076671,0.12196,0.01357,0,0,11.878,7.9043,1.5876,0,-0.82056,-1.2238,-0.27861,0,0,7.6948,7.3553,1.9794,0,-0.37244,-0.59114,-0.068064,0,0,3.9415,2.6552,-0.63804,0,1.0605,1.56,0.39546,0,0,0.98056,4.0068,0.25093,0,0.76001,1.2006,0.14822,0,0,-1.7721,4.8635,1.9738,0,-1.0508,-1.5013,-0.46443,0,0,-5.283,-0.83526,-0.74624,0,-1.0943,-1.715,-0.23581,0,0,1.3677,0.80074,2.1882,0,0.82003,1.1011,0.47782,0,0,-0.80911,-0.20987,-3.8738,0,1.2538,1.9406,0.31,0,0,-0.92171,-1.6998,5.2046,0,-0.47276,-0.53566,-0.43773,0,0,-4.5282,-3.1753,-3.6095,0,-1.188,-1.8034,-0.35154,0,0,-0.42462,-0.87349,-0.26999,0,0.14124,0.022728,0.35546,0,0,-0.57247,-0.69827,1.4237,0,0.93283,1.3729,0.34668,0,0,-2.3718,-1.6777,-1.5505,0,0.071115,0.27313,-0.24923,0,0,-2.4131,-1.4599,-0.38301,0,-0.58761,-0.82101,-0.29009,0,0,-0.10795,-0.072828,-0.2477,0,-0.12948,-0.30583,0.14051,0,0,-0.49361,0.26601,0.11925,0,0.26597,0.33813,0.18608,0,0,-0.13133,-0.73898,-0.43989,0,0.073064,0.15455,-0.049779,0,0,0.070909,0.0071205,-0.06658,0,-0.045268,-0.047551,-0.048034,0,0
11.182,11.042,10.557,9.2998,7.1241,2.8055,-5.849,-7.387,-8.5289,-26.151,-25.942,-25.388,-22.608,-17.384,-6.7384,0,0,0,18.596,17.723,17.723,16.83,16.299,7.7287,0,0,0,-4.0336,-2.8562,-3.3449,-4.7345,-10.1,-7.1148,0,0,0,-5.2107,-5.7031,-5.3343,-3.4202,2.9935,5.1549,0,0,0,4.9869,4.4674,4.333,3.3535,1.5848,-2.5614,0,0,0,-1.0213,-0.47432,0.11565,0.24017,-3.1442,0.20059,0,0,0,-0.7421,-0.1103,-1.5636,-1.161,2.9514,1.2531,0,0,0,0.47605,-1.1971,0.30254,-0.84734,-1.8307,-1.5568,0,0,0,-0.94686,0.2544,0.030917,1.4556,-0.18528,0.93667,0,0,0,2.2279,2.7603,1.3979,1.4502,2.594,0.074927,0,0,0,-2.3632,-4.2527,-2.279,-4.911,-3.9831,-0.91076,0,0,0,0.96439,2.6263,1.0594,4.9531,3.3488,1.2148,0,0,0,0.40524,0.073634,1.1373,-1.5777,-1.3637,-0.95538,0,0,0,-0.67631,-1.2882,-2.216,-1.5803,-0.26572,0.37102,0,0,0,0.31566,0.71259,1.4495,1.8437,0.60865,0.19991,0,0,0,-0.11461,0.20941,0.066268,-0.2236,-0.21377,-0.50627,0,0,0,0.17059,-0.36262,-0.81633,-0.70202,0.020624,0.49179,0,0,0,-0.19165,-0.023448,0.4864,0.26771,-0.15208,-0.28072,0,0,0,0.077617,0.14169,-0.015394,0.15208,0.13922,0.068288,0,0,0
12.193,12.218,11.727,10.88,9.0771,8.4629,7.5207,5.7724,2.1273,-26.558,-27.047,-27.282,-25.934,-22.538,-19.064,-13.712,-9.3595,-3.6315,15.035,14.042,15.856,14.413,15.701,15.311,12.845,8.997,4.2463,-3.1882,-1.43,0.00067093,-0.73698,-3.7164,-4.7199,-4.379,-5.7672,-4.1202,1.9419,0.036268,-5.8404,-3.5389,-3.754,-2.0678,1.0451,1.7529,3.434,-2.3866,0.86131,3.0391,3.4268,4.7782,5.1097,2.9694,0.82316,-2.5606,-2.1957,-3.2084,-0.63004,-3.7465,-2.4446,-1.675,1.2929,-1.0482,1.8732,4.018,1.8658,0.34594,0.39912,-1.0051,-0.65058,0.082293,-0.47815,-1.5708,1.3944,2.1762,1.2535,5.503,3.6912,4.1194,3.1783,2.4666,1.6104,-6.3647,-4.6221,-3.8435,-5.62,-3.7062,-2.7438,-0.40857,-3.8259,-1.7706,5.5624,3.7717,4.5724,0.46888,1.9673,1.9136,3.8345,4.0226,1.7992,-2.7097,-2.8274,-3.2024,0.94582,-1.0406,1.0054,-1.6811,-3.0498,-1.554,1.0551,0.6922,1.1093,1.9807,0.78054,-0.69164,3.1035,1.3369,1.0641,0.21865,0.30761,0.92351,-1.8821,0.42316,1.2243,0.70785,0.38788,-0.48994,-0.96589,-1.6082,-1.8056,-1.4673,-1.46,0.18273,-0.20507,-1.4256,0.020048,0.23854,0.61352,0.8102,1.9234,0.47126,-0.40298,1.4383,1.514,0.22888,0.69973,0.6682,0.51948,0.55791,1.0624,1.0714,0.26403,-0.95319,-0.25625,-0.46163,-0.91966,-0.44485,-1.1966,-0.8522,-0.17873,0.20831,0.305,0.15318,-0.17272,-0.23645,-0.20198,-0.066372,-0.15808,-0.3269,0.04348,0.046942,-0.036962,0.19074,0.32505,0.13884,0.29868,0.20587,0.32374,0.16731,-0.07392,-0.012371
12.358,10.633,9.4411,7.2818,5.3744,4.2479,3.8651,3.5475,2.8769,-1.7541,-3.4875,0.081065,0.36359,-0.35237,-0.18021,-0.19922,-0.058274,-0.0089116,8.1816,10.868,4.6767,2.3769,0.53367,0.30884,0.2681,0.07975,0.011993,1.7535,1.8622,0.98072,0.49363,-0.58755,-0.17284,-0.32926,0.0081274,-0.014729,-2.6937,1.8143,4.6961,2.8589,0.74869,0.18817,0.38053,0.043717,0.017022,-4.9949,2.189,1.3934,0.38435,-0.76244,-0.12679,-0.42015,-0.023261,-0.018795,-2.0037,2.8105,3.6209,2.4606,0.8628,0.0861,0.4469,0.18423,0.019991,-8.3827,-1.9262,1.0483,0.08734,-0.85465,-0.3075,-0.46012,-0.17281,-0.020583,-0.036861,2.2669,1.6349,1.4523,0.86561,0.23196,0.45978,0.24618,0.020568,-3.9176,-2.5613,0.26883,-0.23932,-0.85261,-0.61682,-0.44643,-0.090586,-0.01997,-2.4666,-2.0614,0.08395,0.34022,0.76943,0.41284,0.4212,0.068996,0.018842,-5.3017,-2.6997,-0.76051,-0.43788,-0.75919,-0.6482,-0.38572,0.048408,-0.017254,-3.3081,-2.6138,-0.90981,-0.43002,0.60431,0.33135,0.34204,0.039295,0.015301,-0.27798,-1.1304,-1,-0.44519,-0.59352,-0.31493,-0.29255,-0.05103,-0.013087,-0.13002,-1.2797,-1.1516,-0.68307,0.40934,0.10002,0.23983,0.1437,0.010728,0.5846,0.15131,-1.1378,-0.31133,-0.38929,0.0040047,-0.18651,-0.097878,-0.0083433,-0.31353,-0.42552,-0.47051,-0.52784,0.22321,0.013022,0.1352,0.072391,0.0060481,0.17047,-0.041476,-0.81886,-0.14241,-0.18893,0.048588,-0.088301,-6.694e-05,-0.00395,0.22859,0.021226,-0.18914,-0.2147,0.07678,0.04447,0.0479,-0.0087409,0.0021427,-0.16445,-0.20827,-0.1109,-0.022506,-0.034241,-0.0037477,-0.01569,0.0067955,-0.00070185
-1.9015,-2.0051,-2.6754,-4.303,-7.4425,-9.9674,-11.93,-13.675,-15.666,-6.3139,-7.832,-6.9975,-4.045,-0.46522,0,0,0,0,7.3117,8.7338,6.8983,4.1766,0.34079,0,0,0,0,-6.8819,-7.5837,-4.3998,-3.0254,0.053114,0,0,0,0,5.2572,4.8489,0.64529,1.0831,-0.59051,0,0,0,0,-3.0707,-1.598,2.573,0.7957,1.0502,0,0,0,0,1.0829,-0.97505,-3.8023,-1.8368,-1.2188,0,0,0,0,0.12731,2.0629,2.6778,1.7251,0.99473,0,0,0,0,-0.372,-1.5542,-0.015006,-0.71632,-0.44053,0,0,0,0,-0.12354,0.0098468,-2.748,-0.55769,-0.24191,0,0,0,0,0.87799,1.6593,4.3674,1.4527,0.80134,0,0,0,0,-1.4033,-2.6385,-4.3775,-1.6295,-1.0482,0,0,0,0,1.4226,2.5593,3.1565,1.1615,0.93282,0,0,0,0,-0.95912,-1.5982,-1.535,-0.40778,-0.55569,0,0,0,0,0.27069,0.30607,0.2636,-0.23378,0.10752,0,0,0,0,0.31835,0.7156,0.33347,0.53589,0.22637,0,0,0,0,-0.59111,-1.1152,-0.37174,-0.50574,-0.34883,0,0,0,0,0.52907,0.91912,0.17653,0.30481,0.28116,0,0,0,0,-0.28411,-0.44492,-0.018056,-0.10963,-0.13063,0,0,0,0,0.062619,0.073484,-0.017444,0.011891,0.018315,0,0,0,0
